"","x"
"389",1421
"390",1368
"391",1197
"392",1430
"393",1381
"394",1046
"395",1451
"396",1414
"397",1472
"398",1485
"399",618
"400",800
"401",991
"402",1460
"403",1502
"404",1264
"405",1371
"406",1069
"407",1000
"408",1240
"409",1311
"410",456
"411",1401
"412",1297
"413",1292
"414",1208
"415",1085
"416",1285
"417",1041
"418",1034
"419",1274
"420",1022
"421",1512
"422",627
"423",436
"424",433
"425",1176
"426",1209
"427",1307
"428",434
"429",1131
"430",640
"431",1398
"432",1225
"433",801
"434",615
"435",1341
"436",1068
"437",1493
"438",1391
"439",621
"440",437
"441",973
"442",1049
"443",1137
"444",619
"445",1108
"446",990
"447",1282
"448",1329
"449",1515
"450",1111
"451",808
"452",1483
"453",1366
"454",799
"455",981
"456",51
"457",1324
"458",803
"459",616
"460",455
"461",54
"462",1142
"463",816
"464",56
"465",1243
"466",57
"467",439
"468",59
"469",454
"470",52
"471",1468
"472",1014
"473",1235
"474",58
"475",1310
"476",1062
"477",1248
"478",53
"479",1428
"480",628
"481",1058
"482",1012
"483",1481
"484",65
"485",1083
"486",1382
"487",440
"488",802
"489",1445
"490",1252
"491",614
"492",1443
"493",632
"494",442
"495",631
"496",64
"497",1184
"498",446
"499",813
"500",629
"501",435
"502",1456
"503",1195
"504",69
"505",73
"506",622
"507",985
"508",1495
"509",452
"510",823
"511",1074
"512",810
"513",256
"514",445
"515",449
"516",1053
"517",820
"518",626
"519",63
"520",1028
"521",453
"522",809
"523",1513
"524",70
"525",462
"526",443
"527",55
"528",1051
"529",451
"530",1283
"531",1075
"532",1230
"533",623
"534",1104
"535",1296
"536",1103
"537",1159
"538",986
"539",458
"540",805
"541",249
"542",1199
"543",78
"544",1220
"545",459
"546",270
"547",61
"548",1432
"549",818
"550",1040
"551",467
"552",620
"553",624
"554",819
"555",1037
"556",74
"557",655
"558",85
"559",250
"560",82
"561",822
"562",657
"563",824
"564",1250
"565",837
"566",643
"567",67
"568",447
"569",251
"570",1325
"571",1390
"572",843
"573",1403
"574",261
"575",1192
"576",1139
"577",1342
"578",633
"579",94
"580",483
"581",272
"582",634
"583",253
"584",441
"585",635
"586",1211
"587",646
"588",1202
"589",1271
"590",99
"591",806
"592",76
"593",448
"594",260
"595",71
"596",817
"597",1129
"598",1429
"599",1356
"600",642
"601",1449
"602",77
"603",1439
"604",815
"605",647
"606",255
"607",1141
"608",811
"609",87
"610",466
"611",1298
"612",92
"613",262
"614",1221
"615",1036
"616",469
"617",1273
"618",72
"619",639
"620",468
"621",84
"622",651
"623",1313
"624",86
"625",285
"626",1213
"627",804
"628",259
"629",842
"630",821
"631",88
"632",68
"633",650
"634",826
"635",258
"636",617
"637",80
"638",95
"639",1394
"640",844
"641",91
"642",828
"643",668
"644",463
"645",1228
"646",807
"647",1416
"648",457
"649",841
"650",252
"651",1363
"652",438
"653",79
"654",486
"655",66
"656",477
"657",845
"658",1265
"659",849
"660",846
"661",481
"662",267
"663",101
"664",1352
"665",829
"666",676
"667",638
"668",265
"669",653
"670",254
"671",662
"672",257
"673",672
"674",1035
"675",98
"676",1444
"677",673
"678",289
"679",644
"680",625
"681",274
"682",840
"683",278
"684",836
"685",288
"686",847
"687",295
"688",987
"689",290
"690",474
"691",649
"692",637
"693",83
"694",464
"695",1316
"696",656
"697",471
"698",116
"699",664
"700",670
"701",1399
"702",825
"703",630
"704",96
"705",1287
"706",263
"707",271
"708",104
"709",465
"710",90
"711",470
"712",834
"713",110
"714",838
"715",832
"716",675
"717",75
"718",683
"719",493
"720",679
"721",444
"722",264
"723",81
"724",108
"725",489
"726",666
"727",60
"728",827
"729",495
"730",284
"731",62
"732",287
"733",283
"734",667
"735",306
"736",268
"737",652
"738",1255
"739",482
"740",645
"741",460
"742",865
"743",994
"744",812
"745",661
"746",479
"747",300
"748",831
"749",304
"750",490
"751",276
"752",498
"753",671
"754",511
"755",102
"756",476
"757",105
"758",117
"759",266
"760",275
"761",307
"762",293
"763",89
"764",848
"765",303
"766",641
"767",510
"768",115
"769",669
"770",654
"771",1011
"772",488
"773",856
"774",1358
"775",663
"776",835
"777",114
"778",674
"779",658
"780",294
"781",684
"782",833
"783",1357
"784",314
"785",1026
"786",866
"787",851
"788",277
"789",497
"790",478
"791",665
"792",301
"793",122
"794",461
"795",487
"796",312
"797",109
"798",690
"799",855
"800",475
"801",504
"802",839
"803",859
"804",93
"805",682
"806",269
"807",484
"808",1214
"809",1047
"810",505
"811",858
"812",298
"813",814
"814",660
"815",309
"816",636
"817",692
"818",492
"819",677
"820",273
"821",1389
"822",450
"823",97
"824",286
"825",297
"826",279
"827",494
"828",281
"829",502
"830",302
"831",124
"832",648
"833",864
"834",693
"835",500
"836",319
"837",1018
"838",308
"839",689
"840",138
"841",509
"842",120
"843",280
"844",853
"845",857
"846",299
"847",854
"848",485
"849",515
"850",106
"851",296
"852",871
"853",311
"854",1379
"855",1066
"856",129
"857",861
"858",862
"859",480
"860",1077
"861",113
"862",282
"863",704
"864",143
"865",473
"866",107
"867",1237
"868",508
"869",868
"870",685
"871",340
"872",499
"873",317
"874",310
"875",1024
"876",678
"877",863
"878",702
"879",870
"880",503
"881",305
"882",852
"883",160
"884",976
"885",134
"886",501
"887",700
"888",691
"889",491
"890",119
"891",850
"892",659
"893",830
"894",111
"895",877
"896",100
"897",130
"898",516
"899",701
"900",320
"901",313
"902",326
"903",331
"904",144
"905",125
"906",708
"907",131
"908",695
"909",697
"910",291
"911",103
"912",887
"913",352
"914",680
"915",351
"916",698
"917",971
"918",696
"919",517
"920",1385
"921",707
"922",869
"923",132
"924",507
"925",876
"926",1410
"927",139
"928",335
"929",315
"930",1256
"931",118
"932",1020
"933",882
"934",886
"935",1200
"936",339
"937",324
"938",126
"939",316
"940",345
"941",121
"942",714
"943",1239
"944",688
"945",1246
"946",1376
"947",506
"948",1177
"949",325
"950",330
"951",524
"952",292
"953",681
"954",687
"955",1455
"956",512
"957",878
"958",1236
"959",526
"960",1222
"961",140
"962",1312
"963",1063
"964",717
"965",1023
"966",890
"967",713
"968",496
"969",899
"970",1505
"971",155
"972",322
"973",128
"974",712
"975",706
"976",875
"977",523
"978",901
"979",127
"980",514
"981",1027
"982",1231
"983",1215
"984",528
"985",136
"986",149
"987",354
"988",318
"989",142
"990",1440
"991",711
"992",350
"993",525
"994",1153
"995",348
"996",159
"997",1477
"998",1090
"999",145
"1000",353
"1001",1096
"1002",1499
"1003",341
"1004",1123
"1005",112
"1006",1181
"1007",328
"1008",472
"1009",1511
"1010",147
"1011",1480
"1012",686
"1013",154
"1014",880
"1015",349
"1016",867
"1017",1021
"1018",333
"1019",720
"1020",894
"1021",360
"1022",337
"1023",1286
"1024",141
"1025",884
"1026",342
"1027",323
"1028",896
"1029",888
"1030",891
"1031",357
"1032",873
"1033",860
"1034",718
"1035",334
"1036",527
"1037",1387
"1038",898
"1039",327
"1040",709
"1041",705
"1042",897
"1043",321
"1044",1278
"1045",529
"1046",135
"1047",885
"1048",329
"1049",373
"1050",900
"1051",1288
"1052",903
"1053",1461
"1054",343
"1055",518
"1056",716
"1057",872
"1058",534
"1059",332
"1060",1149
"1061",1361
"1062",1418
"1063",157
"1064",137
"1065",1130
"1066",1045
"1067",1463
"1068",1087
"1069",1134
"1070",123
"1071",892
"1072",336
"1073",1415
"1074",1125
"1075",536
"1076",881
"1077",359
"1078",723
"1079",532
"1080",344
"1081",906
"1082",1503
"1083",347
"1084",533
"1085",133
"1086",1060
"1087",703
"1088",1179
"1089",1150
"1090",715
"1091",699
"1092",1309
"1093",1378
"1094",338
"1095",153
"1096",1323
"1097",167
"1098",922
"1099",721
"1100",879
"1101",1377
"1102",1359
"1103",1284
"1104",889
"1105",169
"1106",1262
"1107",537
"1108",737
"1109",374
"1110",521
"1111",156
"1112",1369
"1113",728
"1114",535
"1115",162
"1116",370
"1117",513
"1118",729
"1119",1304
"1120",694
"1121",902
"1122",904
"1123",710
"1124",1487
"1125",165
"1126",732
"1127",522
"1128",1193
"1129",520
"1130",911
"1131",151
"1132",363
"1133",920
"1134",752
"1135",181
"1136",905
"1137",893
"1138",908
"1139",150
"1140",346
"1141",541
"1142",731
"1143",183
"1144",531
"1145",378
"1146",726
"1147",727
"1148",730
"1149",376
"1150",1275
"1151",355
"1152",725
"1153",172
"1154",542
"1155",909
"1156",910
"1157",375
"1158",883
"1159",173
"1160",924
"1161",1321
"1162",180
"1163",179
"1164",1190
"1165",176
"1166",1233
"1167",381
"1168",722
"1169",545
"1170",912
"1171",874
"1172",365
"1173",719
"1174",372
"1175",148
"1176",168
"1177",538
"1178",170
"1179",745
"1180",724
"1181",164
"1182",733
"1183",1030
"1184",760
"1185",380
"1186",362
"1187",163
"1188",1466
"1189",177
"1190",734
"1191",895
"1192",175
"1193",361
"1194",174
"1195",926
"1196",553
"1197",158
"1198",1302
"1199",178
"1200",539
"1201",544
"1202",358
"1203",931
"1204",746
"1205",916
"1206",184
"1207",557
"1208",530
"1209",356
"1210",519
"1211",740
"1212",166
"1213",928
"1214",161
"1215",146
"1216",191
"1217",747
"1218",379
"1219",186
"1220",736
"1221",763
"1222",171
"1223",190
"1224",907
"1225",551
"1226",195
"1227",744
"1228",751
"1229",739
"1230",364
"1231",377
"1232",550
"1233",929
"1234",756
"1235",369
"1236",382
"1237",387
"1238",759
"1239",187
"1240",918
"1241",543
"1242",152
"1243",913
"1244",943
"1245",735
"1246",743
"1247",917
"1248",932
"1249",755
"1250",385
"1251",914
"1252",741
"1253",738
"1254",758
"1255",748
"1256",552
"1257",559
"1258",188
"1259",921
"1260",367
"1261",742
"1262",761
"1263",388
"1264",1116
"1265",368
"1266",546
"1267",198
"1268",753
"1269",762
"1270",196
"1271",193
"1272",548
"1273",192
"1274",185
"1275",749
"1276",182
"1277",919
"1278",566
"1279",567
"1280",383
"1281",371
"1282",925
"1283",398
"1284",540
"1285",558
"1286",915
"1287",757
"1288",930
"1289",556
"1290",554
"1291",562
"1292",390
"1293",750
"1294",197
"1295",395
"1296",389
"1297",211
"1298",767
"1299",392
"1300",194
"1301",206
"1302",366
"1303",209
"1304",942
"1305",571
"1306",401
"1307",769
"1308",941
"1309",570
"1310",937
"1311",204
"1312",561
"1313",579
"1314",555
"1315",391
"1316",563
"1317",560
"1318",400
"1319",764
"1320",205
"1321",547
"1322",577
"1323",396
"1324",754
"1325",189
"1326",923
"1327",386
"1328",208
"1329",933
"1330",212
"1331",927
"1332",934
"1333",778
"1334",394
"1335",200
"1336",203
"1337",215
"1338",217
"1339",938
"1340",393
"1341",406
"1342",405
"1343",403
"1344",214
"1345",580
"1346",952
"1347",199
"1348",213
"1349",201
"1350",549
"1351",218
"1352",404
"1353",935
"1354",578
"1355",384
"1356",590
"1357",220
"1358",940
"1359",202
"1360",575
"1361",766
"1362",216
"1363",565
"1364",397
"1365",408
"1366",592
"1367",569
"1368",210
"1369",410
"1370",409
"1371",948
"1372",951
"1373",581
"1374",207
"1375",779
"1376",944
"1377",574
"1378",402
"1379",587
"1380",576
"1381",415
"1382",222
"1383",957
"1384",585
"1385",771
"1386",231
"1387",939
"1388",411
"1389",399
"1390",946
"1391",416
"1392",572
"1393",219
"1394",229
"1395",949
"1396",598
"1397",777
"1398",421
"1399",936
"1400",591
"1401",765
"1402",782
"1403",772
"1404",564
"1405",234
"1406",584
"1407",786
"1408",588
"1409",774
"1410",407
"1411",417
"1412",568
"1413",945
"1414",414
"1415",953
"1416",582
"1417",950
"1418",593
"1419",418
"1420",221
"1421",947
"1422",412
"1423",955
"1424",230
"1425",773
"1426",586
"1427",583
"1428",959
"1429",961
"1430",597
"1431",780
"1432",233
"1433",224
"1434",776
"1435",227
"1436",225
"1437",420
"1438",426
"1439",954
"1440",589
"1441",963
"1442",573
"1443",424
"1444",235
"1445",422
"1446",784
"1447",768
"1448",228
"1449",960
"1450",783
"1451",962
"1452",247
"1453",425
"1454",770
"1455",781
"1456",956
"1457",775
"1458",413
"1459",958
"1460",596
"1461",600
"1462",238
"1463",613
"1464",232
"1465",236
"1466",595
"1467",226
"1468",599
"1469",964
"1470",796
"1471",609
"1472",423
"1473",785
"1474",791
"1475",602
"1476",239
"1477",237
"1478",245
"1479",223
"1480",241
"1481",966
"1482",610
"1483",594
"1484",604
"1485",242
"1486",428
"1487",243
"1488",244
"1489",798
"1490",967
"1491",792
"1492",611
"1493",607
"1494",429
"1495",794
"1496",612
"1497",601
"1498",246
"1499",789
"1500",603
"1501",790
"1502",419
"1503",432
"1504",793
"1505",248
"1506",240
"1507",427
"1508",968
"1509",795
"1510",787
"1511",788
"1512",797
"1513",431
"1514",965
"1515",605
"1516",969
"1517",608
"1518",606
"1519",430
